video_name,MOS
8536919744,1.22
6408325533,1.26
5319047612,1.3469
8724380666,1.4
4744073127,1.42
8483400755,1.46
10925288616,1.46
6807638360,1.46
6028497716,1.48
9369433766,1.52
6184163826,1.52
3471567822,1.52
9445782126,1.52
4265470174,1.56
7074513729,1.56
5570426341,1.56
3887621073,1.58
5927908371,1.6
6079875162,1.6
10672253555,1.6148
6985991227,1.62
4472730048,1.6224
10132105415,1.64
4970624827,1.66
8222762296,1.66
4177089041,1.66
8643336872,1.68
7558781186,1.68
6223028206,1.68
6238991743,1.68
4627984833,1.7
10178280003,1.7
10650618913,1.7
5993312864,1.72
5542380796,1.72
6369679907,1.72
4204485800,1.7297
4834450895,1.74
5475555707,1.74
5266893553,1.74
11635304003,1.74
7863416600,1.78
6792979288,1.78
7978973307,1.78
6497033987,1.8
12567402335,1.8
6268574586,1.8
6275674780,1.82
6323632937,1.82
9058636581,1.82
10694139655,1.82
4321531777,1.82
4905336825,1.8281
5043852749,1.84
8625682550,1.84
5150451769,1.84
5048882871,1.84
4879585643,1.84
6268902756,1.8431
5935222726,1.86
5962679589,1.86
3770747002,1.86
7848940332,1.86
11095294653,1.86
6783810490,1.88
10417424703,1.88
7983363078,1.9
6661657005,1.9
8017059368,1.9072
7495449440,1.92
5504464599,1.94
6131895268,1.94
9814654176,1.94
11688667226,1.94
4933934170,1.96
4677538291,1.96
6299595444,1.96
4991520511,1.98
4823416929,1.98
9047671138,1.98
8257892715,1.98
7087189849,1.98
8339870239,1.9921
6008700446,2
8592011515,2
4907486229,2
6749780445,2.02
7545358086,2.02
8527434285,2.02
8110008288,2.02
8663100289,2.0349
6120978816,2.04
5460445525,2.04
8582023917,2.04
5506184490,2.04
5956265529,2.04
4639129836,2.06
9427595515,2.06
4959664675,2.06
7171297739,2.06
10716218856,2.06
7123683275,2.06
8195899669,2.06
6212970517,2.06
5733977738,2.06
4775312025,2.08
3496871384,2.08
9765162404,2.08
5625415555,2.08
7651248048,2.08
9618443862,2.08
8336226077,2.08
8372557828,2.08
8554748075,2.0891
9000209228,2.1
8477990214,2.1
9564154386,2.1
10625504535,2.1
8144762018,2.1
7917797604,2.1057
5134310379,2.12
8069024908,2.12
9136867624,2.12
6149591212,2.14
6346026937,2.14
5078125268,2.14
8587927758,2.14
5115335471,2.16
12461764004,2.16
11907021903,2.16
4820762619,2.16
11061444876,2.16
5819852885,2.16
8324243833,2.16
8685321568,2.18
10102107193,2.18
8278672659,2.18
7962972726,2.18
5044148124,2.18
5460258278,2.18
4914377539,2.2
5031142078,2.2
6370967061,2.2
4866613201,2.2
6173852301,2.2
8731159058,2.2
10716551125,2.22
9455400456,2.22
6123040072,2.22
8320880668,2.22
5433352304,2.22
8433382995,2.22
9189459433,2.22
5553355582,2.22
5453773681,2.24
5045897151,2.24
7548305462,2.24
6059351914,2.24
3374751086,2.24
5806274886,2.24
4915461487,2.24
5208145791,2.24
5310216885,2.24
4005506137,2.24
6740483069,2.2422
6629527951,2.255
8729280042,2.26
9256674744,2.26
11237101334,2.26
5636101558,2.26
4206970561,2.26
9234105504,2.26
5134417428,2.26
4966446054,2.26
5093919014,2.26
3934294391,2.26
5419510404,2.26
8251526312,2.28
4735334918,2.28
5014400375,2.28
8479579728,2.28
7390590300,2.28
11469243925,2.28
8507613491,2.28
8440795977,2.28
3533765114,2.28
6329730783,2.28
5009379117,2.2996
8478531549,2.3
5266882983,2.3
5777975441,2.3
5412442677,2.3
3318634083,2.3
4629711727,2.3
10127250986,2.3
5869559051,2.3
10201521555,2.3
10404182556,2.32
7175971942,2.32
4773686738,2.32
8632107216,2.32
5133219451,2.32
8304230962,2.32
7287459080,2.32
6270222640,2.32
4970919913,2.32
7550224002,2.34
4258186896,2.34
12387439244,2.34
3763235915,2.3439
8635322862,2.36
5107749210,2.36
4506003922,2.36
9717753449,2.36
5790468384,2.36
8591330227,2.36
7722155622,2.36
8415984918,2.38
5865474554,2.38
4472493392,2.38
6497857295,2.38
3504083604,2.38
7517202292,2.38
8140107150,2.4
5020714258,2.4
5424989067,2.4
5850199057,2.4
4095112467,2.4
8281880253,2.4
8933125503,2.4
7136906983,2.4
7897750494,2.4
6096480589,2.4
6917745987,2.4
6469679863,2.4
12099271596,2.4
5858312093,2.4
3343535739,2.4
11359714186,2.4
3339387387,2.42
5415012877,2.42
4866009712,2.42
8092884510,2.42
7495255120,2.42
5392736832,2.42
5268797415,2.44
5914119796,2.44
7547384258,2.44
3561516939,2.44
8532196494,2.46
10785115855,2.46
5119193300,2.46
4897814885,2.46
7708735292,2.46
5668545266,2.46
5564209652,2.46
5346134105,2.46
8039356416,2.46
6422437813,2.46
5550087163,2.46
8317937019,2.48
3744752110,2.48
8731237129,2.48
8013211059,2.48
5858864133,2.48
5319413177,2.48
7177427229,2.48
5941894437,2.48
6340146486,2.48
4871910775,2.48
8699104416,2.48
12439507093,2.5
5493602442,2.5
8675766145,2.5
12952440214,2.5
9298912586,2.5
6015938306,2.5
5072411175,2.5
5620430600,2.5
6812062788,2.52
7938991482,2.52
5636445745,2.52
4889669313,2.52
6294328198,2.52
4159445902,2.52
10411421606,2.52
5004709068,2.52
5960200024,2.52
5621374631,2.52
5644303578,2.54
8583146942,2.54
8604343265,2.54
6024650797,2.54
4270576961,2.54
5409101281,2.54
6724048499,2.56
7819697028,2.56
6223104346,2.56
5266562897,2.56
4642004278,2.56
4996677282,2.56
4573314147,2.56
9651230522,2.56
6215542986,2.58
8217524401,2.58
10238939436,2.58
12031712185,2.58
9524637688,2.58
3591184129,2.58
6929069239,2.58
5805360253,2.58
4573266245,2.58
5147152978,2.5976
6838572151,2.6
6346933640,2.6
6971905222,2.6
6096558457,2.6
5222599467,2.6
8078333220,2.6
7383232724,2.6
7151780093,2.6
5369095478,2.6
11435365925,2.6
8078127133,2.6189
8667333526,2.62
6280406572,2.62
10406095776,2.62
6073473868,2.62
12032110574,2.64
7959542546,2.64
4565232312,2.64
4836718842,2.64
6296962313,2.64
5110540070,2.64
8319369964,2.64
6343817087,2.64
5694745216,2.66
6208528782,2.66
6059786344,2.66
5827345790,2.66
7616950966,2.66
8235549337,2.66
11925275803,2.66
13291575674,2.66
8230249635,2.66
5418971855,2.68
11425159465,2.68
5203755303,2.68
5111411754,2.68
6868246166,2.68
3861648412,2.68
8689455432,2.68
4626131441,2.68
5162398156,2.68
9387089233,2.68
6554989029,2.68
5880475570,2.6957
6982428911,2.7
9248029519,2.7
8215074237,2.7
8729448612,2.7
4783174196,2.7
3590551873,2.7
11367153336,2.7
5893880541,2.7
7734563104,2.7
7005111650,2.72
8586743266,2.72
6864942042,2.72
4477789338,2.72
6924551254,2.72
5295005655,2.72
8531461869,2.72
6867937233,2.72
6111574885,2.74
7361913318,2.74
5901642116,2.74
4211514567,2.74
5012335397,2.74
9494995600,2.74
7173586391,2.74
5754220740,2.74
8459254855,2.74
8479364057,2.74
5263261013,2.74
3878700690,2.74
6058824138,2.74
7820483368,2.76
8002170390,2.76
5322533709,2.76
6178882861,2.76
7879889838,2.76
7812985864,2.76
5118641893,2.76
6324422954,2.76
9382662040,2.76
7344072960,2.7699
6061346837,2.78
8403451337,2.78
11057110163,2.78
6210062524,2.78
6879288904,2.78
8728910927,2.78
7633708420,2.78
7192436890,2.78
5003283158,2.78
8909265380,2.78
7532463480,2.7928
3469529939,2.8
7068941889,2.8
8182593817,2.8
4956521693,2.8
6874423527,2.82
5149271412,2.82
7556185878,2.82
4734666961,2.82
7734422826,2.82
6135877141,2.82
5609569195,2.82
4901210888,2.82
6916420878,2.84
10691750555,2.84
8366966088,2.84
6320892865,2.84
3583315023,2.84
5379210063,2.84
8396734122,2.84
12816958564,2.84
4299787720,2.8498
8098521993,2.86
3930579113,2.86
6092433561,2.86
7117529219,2.86
7005478889,2.86
4297535685,2.86
12912266335,2.86
7246583832,2.86
5653702857,2.86
5668795950,2.86
6062892973,2.86
10128248563,2.86
10500520233,2.86
4033322131,2.86
9083519636,2.86
8842319020,2.86
7381539666,2.86
4367069947,2.88
9812197286,2.88
6065207696,2.88
5561000398,2.88
5490599661,2.88
5170915466,2.88
5311187352,2.88
12923454185,2.88
10521676086,2.88
6812860936,2.88
7122092993,2.88
3179649855,2.88
3781419322,2.8979
4971091773,2.9
4236199952,2.9
5649370618,2.9
9144368303,2.9
5823644068,2.9
3715429501,2.9
12186470506,2.9
5988574543,2.9
7141804343,2.9
8132161360,2.9
5999732346,2.9
5469530975,2.9
6849945228,2.918
7395710342,2.92
12633847193,2.92
6408210773,2.92
4453069241,2.92
4465669054,2.92
3710887216,2.92
3218223446,2.92
6694501209,2.92
7208119980,2.9339
7556474634,2.94
4932309592,2.94
5204063512,2.94
6830500351,2.94
12758594775,2.94
6638842709,2.94
8223463984,2.94
8563986596,2.94
5559135240,2.94
4020832533,2.9486
9908050493,2.96
4286406568,2.96
7897815844,2.96
3357588876,2.96
4870064087,2.96
10016324794,2.96
8299847304,2.96
6804829908,2.96
5698463243,2.96
6775766604,2.96
11913590004,2.96
4956991827,2.98
8151400613,2.98
8007634384,2.98
7402519316,2.98
12274927193,2.98
8688311915,2.98
7681404078,2.98
6858182534,2.98
5169144673,2.98
9425570317,3
5786034294,3
8976267501,3
12044525214,3
10838546955,3
5218188823,3
4723346787,3
5996750151,3
5737374844,3
5622498540,3
6281135899,3
4771991539,3
5440091902,3
4414516665,3.02
5479646341,3.02
7526781566,3.02
6971497024,3.02
7542896986,3.02
9098899158,3.02
8072548302,3.02
5717841095,3.02
4335304419,3.02
6953979425,3.02
8331470149,3.02
7453163014,3.02
9089204842,3.02
6021794037,3.02
4615948555,3.02
6518466029,3.02
5329960963,3.04
3263720175,3.04
6959318659,3.04
5633788395,3.04
7548330816,3.04
10838718774,3.04
7969995368,3.04
3321308714,3.04
9459232387,3.04
6671136435,3.04
3904711682,3.04
5218123691,3.04
5972627544,3.04
4383007820,3.06
8005708131,3.06
5458000924,3.06
4850105788,3.06
3431305644,3.06
5815295661,3.06
8124951690,3.06
6060761361,3.06
6181812275,3.06
4876943348,3.06
11403577283,3.06
9766188655,3.06
5260933475,3.08
3617102785,3.08
5223525504,3.08
6867926575,3.08
8253260683,3.08
6104508040,3.08
6250048696,3.08
10116604143,3.08
3359662128,3.08
8565847545,3.08
5115193359,3.08
4867899444,3.08
8733102851,3.08
4761429801,3.08
4969714039,3.08
4491961485,3.08
6338210961,3.08
6439107119,3.08
7693986854,3.1
3015973424,3.1
5250183455,3.1
6696625151,3.1
8039435442,3.1
4593126957,3.1
5143368697,3.1
12626612584,3.1
12899309364,3.1
5974403907,3.1
10609570083,3.1
9093682547,3.1
10602272313,3.1
7520968610,3.1
6948249567,3.1
5590704113,3.12
8129160337,3.12
10208239954,3.12
6932519097,3.12
6047579133,3.12
10804894696,3.12
5706858082,3.12
4864754515,3.12
3425371223,3.12
13255378043,3.12
6582418637,3.12
13042523904,3.12
8056761129,3.12
4809572333,3.12
5176278265,3.12
8536800170,3.12
6527804569,3.12
3664548641,3.1216
5589046662,3.1345
8156543755,3.14
4202404174,3.14
4979493912,3.14
8266961231,3.14
8152764264,3.14
5987864177,3.14
10864372176,3.14
6109922367,3.14
8281263977,3.14
3699539878,3.14
4582086726,3.14
6021943274,3.14
3240926995,3.1484
3589925544,3.16
8254380270,3.16
8670600555,3.16
7341359052,3.16
11944451643,3.16
6191735552,3.16
5467704373,3.16
8435518163,3.16
6100104774,3.16
6571028091,3.16
9536307250,3.16
7591242800,3.16
4652600104,3.16
8148981356,3.16
9195826668,3.16
5618829039,3.16
5246827285,3.16
4067736860,3.16
6995540661,3.18
12965735905,3.18
5723108521,3.18
5214650735,3.18
5075205526,3.18
6333567508,3.18
5040855662,3.18
6868110990,3.18
8467238180,3.18
4406917423,3.18
4922109288,3.2
9085955167,3.2
6669111911,3.2
8986658663,3.2
6273360207,3.2
8486027818,3.2
4843048363,3.2
5066571585,3.2
7481217984,3.2
4281880002,3.2
3482706595,3.2
13276560083,3.2
5360118581,3.2
4136131472,3.2
10314276135,3.22
8717841410,3.22
5356092090,3.22
8643275693,3.22
4842303128,3.22
8240363350,3.22
5879908897,3.22
5026138416,3.22
4542323058,3.22
6210381577,3.22
5900513019,3.2317
4987165854,3.24
4557456762,3.24
5921571324,3.24
11902527296,3.24
6935410837,3.24
8772282000,3.24
8207372644,3.24
12682619933,3.24
10533906564,3.24
12989512873,3.24
6894958520,3.24
6760172457,3.24
10408715786,3.2537
7123482247,3.2581
5539585646,3.26
6868748154,3.26
4981160522,3.26
10655599784,3.26
6660107279,3.26
8193379879,3.26
12788630734,3.26
6408909511,3.26
4323977167,3.26
12330492194,3.26
6381011947,3.26
5005236579,3.26
9675032717,3.26
5010279097,3.2689
9726323401,3.272
7547764246,3.28
11086166076,3.28
5206708965,3.28
8298917863,3.28
12816380173,3.28
6444142351,3.28
5030830413,3.28
6937597827,3.28
9086621277,3.28
4184711791,3.28
5127033299,3.28
5995204968,3.28
4729578673,3.28
8541047953,3.28
5512609909,3.3
8322973249,3.3
7700672030,3.3
8031519344,3.3
7548202460,3.3
6680559525,3.3
6865667129,3.3
9659398278,3.3
7834396986,3.3
6291796040,3.3
4391946048,3.3
5318369391,3.3
4573734018,3.3
8387302863,3.3
6981897920,3.3
6079632868,3.3
5672502803,3.3
12836715003,3.3
11082897705,3.3
3337642103,3.3086
5023426388,3.32
6866970306,3.32
4945025836,3.32
5579073175,3.32
8069868772,3.32
6041834062,3.32
10340094005,3.32
5825661459,3.32
8967888670,3.32
5101801222,3.32
11673027224,3.32
6471207533,3.32
4265466447,3.32
4260295122,3.32
6304997355,3.34
11971608074,3.34
8522230898,3.34
5912268467,3.34
4337949901,3.34
9209826160,3.34
9586935224,3.34
5621520605,3.34
4526948676,3.34
10838934973,3.34
9434801897,3.34
5455582932,3.3523
8236900278,3.36
5769119862,3.36
5641862023,3.36
6490001399,3.36
9737640625,3.36
6012598017,3.36
12020933633,3.36
7760313026,3.36
8548046708,3.36
6416687735,3.36
5363205423,3.36
4931493432,3.36
6157684615,3.36
6811275923,3.36
12276570315,3.3652
5541058845,3.38
5526460224,3.38
5611452609,3.38
8716622241,3.38
3699089579,3.38
9317770917,3.38
7541374876,3.38
6004183559,3.38
5130906896,3.38
5245445672,3.38
3810054574,3.38
8424428827,3.38
6319757818,3.38
8484812859,3.38
6242642418,3.3984
6794539977,3.4
6226852017,3.4
12823937005,3.4
6300501644,3.4
5902098420,3.4
4289215378,3.4
7146539585,3.4
9277742312,3.4
10124821225,3.4
6350328925,3.4
10249998364,3.4
8380926104,3.4
8097209231,3.4
7664727482,3.4
11617643563,3.4
6792594754,3.4
11920895013,3.42
8455309721,3.42
5947649803,3.42
9969637164,3.42
6621826551,3.42
7198246948,3.42
9732912473,3.42
5911601461,3.42
4328729913,3.42
4877128768,3.42
8178490084,3.42
10270536464,3.42
6648629457,3.42
9633125766,3.42
8267321210,3.42
4088281204,3.4378
5357123491,3.44
3627681183,3.44
7622034108,3.44
6411380421,3.44
12143576166,3.44
3825035703,3.44
5920289173,3.44
8026448058,3.44
2999049224,3.44
4801560427,3.44
4743183444,3.44
7521145978,3.44
6946901845,3.46
4736973814,3.46
7054450817,3.46
8918155991,3.46
7425861358,3.46
6340576433,3.46
10053703034,3.46
4801224837,3.46
5956380805,3.46
4763574191,3.4692
5273433233,3.48
4733600732,3.48
8921577578,3.48
8646170532,3.48
7287123594,3.48
8495275628,3.48
6095633507,3.48
4161747134,3.48
4751595925,3.48
3629928686,3.48
13196703974,3.48
7012065923,3.48
6215522900,3.48
5052341075,3.48
7892371292,3.48
8084631711,3.48
6849313907,3.48
5032172516,3.48
5354932311,3.4803
5564650233,3.4843
4281436885,3.4943
5845660280,3.5
5379891328,3.5
6272702003,3.5
8491617830,3.5
4942462682,3.5
5079146602,3.5
6279406877,3.5
3437816776,3.5
6907839104,3.5
7236880666,3.5
4567868868,3.5
6722692103,3.5
12412571563,3.5
12277706754,3.5
3459287580,3.5
8408744905,3.5
5459565205,3.52
8664958871,3.52
4620516469,3.52
5465225347,3.52
4642629203,3.52
7585780552,3.52
6809728071,3.52
5307981340,3.52
5028474013,3.52
4373113207,3.52
5882410880,3.52
5583994811,3.5292
3521396571,3.54
5941263615,3.54
8487362151,3.54
3860907449,3.54
4837816091,3.54
6716265511,3.54
7360639566,3.54
6368379561,3.54
7057951213,3.54
8616015387,3.54
8587203405,3.54
8201673711,3.54
5215773911,3.54
3488252741,3.54
12893008605,3.5547
8886176135,3.56
9586728257,3.56
8229018279,3.56
5690367902,3.56
11803329033,3.56
8957212602,3.56
3647017501,3.56
5914289359,3.56
13036222674,3.56
4397381332,3.56
9830655414,3.56
5678628993,3.5672
3722785424,3.5714
8476574247,3.58
5140332158,3.58
5816132223,3.58
9363436148,3.58
7935377214,3.58
8552723245,3.58
8147563408,3.58
7986004475,3.58
10657154643,3.58
9725289895,3.58
6249802707,3.58
8610122536,3.58
6300963347,3.58
12382276334,3.5869
5003956763,3.5985
12893918213,3.5992
12088104156,3.6
9521557660,3.6
3611217365,3.6
13286356624,3.6
5067647428,3.6
8965205906,3.6
7703064692,3.6
7358630018,3.6
6106291030,3.6
8589300397,3.6
7198853624,3.6
3516162818,3.6
4375496636,3.6
3860380907,3.6
7500126174,3.6
5516081814,3.6
5029525594,3.6
8355599976,3.62
6694553789,3.62
6932589551,3.62
5693366090,3.62
4484771725,3.62
6107338487,3.62
3948863216,3.62
6625655725,3.62
5011231037,3.622
10931366544,3.64
7396603710,3.64
8717647202,3.64
7992241767,3.64
8069880437,3.64
5082292308,3.64
13154058393,3.64
8195185860,3.64
3546788918,3.64
5632758635,3.64
5263204150,3.64
8955950667,3.66
8683385786,3.66
3718963712,3.66
9802042845,3.66
5596033251,3.66
4161940753,3.66
4227960041,3.66
8631895364,3.66
8510251919,3.66
3588022983,3.66
8741017589,3.6765
8252040986,3.68
8915047035,3.68
6027407703,3.68
12623549414,3.68
5831807090,3.68
8088901520,3.68
10115791113,3.68
7313643370,3.68
6867862287,3.68
6293871635,3.68
10403478556,3.68
5739175520,3.68
6514514177,3.68
6847647728,3.68
13079468475,3.68
5341444640,3.68
4283455837,3.68
3459410764,3.6929
10019485755,3.7
4712606231,3.7
6598948831,3.7
11646665363,3.7
8730797431,3.7
5756899543,3.7
5340069287,3.7
4673672619,3.7
4363644898,3.7
10837320963,3.7
8931854960,3.7
7849542524,3.7
9478631712,3.7063
12859019173,3.72
6844033217,3.72
4201416279,3.72
12279842993,3.72
6677269327,3.72
4980230630,3.72
6373417661,3.72
3975461732,3.72
8429349812,3.72
6772996477,3.72
8773297527,3.72
3819966572,3.72
8442879599,3.74
9812351333,3.74
8480588816,3.74
8587384006,3.74
5212573386,3.74
5705527370,3.74
7983610133,3.74
8494495600,3.74
7383994638,3.74
9258419063,3.74
10013374164,3.74
10541657773,3.74
7274180028,3.76
4313579496,3.76
8118947664,3.76
11013388203,3.76
8331282929,3.76
11816978255,3.76
7667993154,3.76
6416725133,3.76
6806699713,3.76
9515797648,3.78
5688399126,3.78
4975471705,3.78
7644822866,3.78
4297792287,3.78
5770178686,3.78
6313200205,3.78
3358799122,3.7857
8995404511,3.7982
10027007645,3.8
9095814754,3.8
5338017301,3.8
7066660513,3.8
9513714022,3.8
7954124226,3.8
9390723258,3.8
8738388681,3.8
8679156964,3.8
8646141367,3.8
3489123822,3.8
6538025379,3.8
9740517228,3.8
9542585542,3.82
3747645672,3.82
9617144245,3.82
8431144343,3.82
6971190423,3.82
4029116553,3.82
6313769652,3.82
5660712402,3.82
4803433208,3.8235
9680817388,3.84
9753414792,3.84
6798366426,3.84
9724431856,3.84
5360605734,3.84
8331955206,3.84
5917982116,3.84
9267867823,3.84
5831253770,3.84
4482595368,3.86
5154464760,3.86
8991258489,3.86
4279268661,3.86
5280283886,3.86
9525693928,3.86
5669052182,3.8798
12465909365,3.88
9583034514,3.88
12101500915,3.88
8588854353,3.88
5279319629,3.88
4713503488,3.88
10636855406,3.88
8953002659,3.9
4495254692,3.9
11864752706,3.9
8937776831,3.9
4545845826,3.9
4417558772,3.9
12704590184,3.9
8414555471,3.9
8751856572,3.9
5562932712,3.9
6492110563,3.92
5487345956,3.92
8052505414,3.92
5875944717,3.92
8440192357,3.92
6949440526,3.92
7832506570,3.92
11383768246,3.92
7197025396,3.92
7385692814,3.92
8172276744,3.92
8859509880,3.94
4655662252,3.94
7029270875,3.94
10149337843,3.94
11535683914,3.94
11465976586,3.94
6528988807,3.9449
12255205254,3.96
8420230247,3.96
7977126554,3.96
8182527128,3.96
4800261002,3.98
4273096444,3.98
9464591256,3.98
4549036485,3.9925
12123666684,4
6914710581,4
6137257339,4.02
8701032421,4.02
4329911079,4.02
3863745355,4.02
3963620197,4.02
9709640314,4.02
3369925072,4.02
8667534666,4.02
12378508014,4.0356
9513903384,4.04
5489207006,4.04
9917916796,4.04
6900620920,4.04
9480678073,4.04
5477809421,4.04
9060241382,4.04
7177696763,4.06
10008004183,4.06
11540616946,4.08
9633321480,4.08
3407992311,4.08
13288073854,4.1
5355837503,4.1
6913535960,4.1063
5893119747,4.12
11618284403,4.12
4779773181,4.14
10283826203,4.14
10244479353,4.14
10595581344,4.14
8286421427,4.14
5391431291,4.1519
6787309364,4.16
4675931801,4.16
6947112934,4.18
12355531285,4.22
12379836133,4.24
12262452854,4.24
8562619627,4.26
9571377943,4.28
8758952624,4.3
8657921837,4.3
7518773518,4.32
8751538577,4.4
6076608135,4.4
8171831850,4.444
3339962845,4.64
