,video_name,MOS,Category,Resolution
927,Sports_1080P-47e9,4.106,Sports,1080
928,Sports_1080P-4978,4.341,Sports,1080
929,Sports_1080P-49c5,4.142,Sports,1080
930,Sports_1080P-4e05,3.445,Sports,1080
931,Sports_1080P-53a0,3.429,Sports,1080
932,Sports_1080P-5d25,3.478,Sports,1080
933,Sports_1080P-6571,3.652,Sports,1080
934,Sports_1080P-6710,4.335,Sports,1080
935,Sports_1080P-679d,4.366,Sports,1080
936,Sports_1080P-7203,3.91,Sports,1080
937,Sports_1080P-7584,3.755,Sports,1080
938,Sports_1080P-76a2,4.054,Sports,1080
939,Sports_1080P-7dba,3.718,Sports,1080
940,Sports_2160P-0455,4.287,Sports,2160
941,Sports_2160P-086d,4.376,Sports,2160
942,Sports_2160P-1261,4.114,Sports,2160
943,Sports_2160P-1733,4.373,Sports,2160
944,Sports_2160P-1b70,4.508,Sports,2160
945,Sports_2160P-1ddc,3.466,Sports,2160
946,Sports_2160P-210c,4.462,Sports,2160
947,Sports_2160P-2568,4.401,Sports,2160
948,Sports_2160P-2626,4.388,Sports,2160
949,Sports_2160P-279f,4.526,Sports,2160
950,Sports_2160P-2a83,4.002,Sports,2160
951,Sports_2160P-2e1d,4.457,Sports,2160
952,Sports_2160P-2eda,4.307,Sports,2160
953,Sports_2160P-300d,3.67,Sports,2160
954,Sports_2160P-324e,4.317,Sports,2160
955,Sports_2160P-349c,4.302,Sports,2160
956,Sports_2160P-3794,3.158,Sports,2160
957,Sports_2160P-391a,4.281,Sports,2160
958,Sports_2160P-3a9a,3.633,Sports,2160
959,Sports_2160P-3d85,4.517,Sports,2160
960,Sports_2160P-4024,4.054,Sports,2160
961,Sports_2160P-4201,4.012,Sports,2160
962,Sports_2160P-49f1,4.287,Sports,2160
963,Sports_2160P-4aae,4.323,Sports,2160
964,Sports_2160P-4e9f,4.405,Sports,2160
965,Sports_2160P-5ef3,4.209,Sports,2160
966,Sports_2160P-69b9,4.564,Sports,2160
967,Sports_2160P-6b28,4.391,Sports,2160
968,Sports_2160P-7165,4.351,Sports,2160
969,Sports_2160P-7a11,4.373,Sports,2160
970,Sports_2160P-7af7,3.95,Sports,2160
971,Sports_2160P-7af8,3.563,Sports,2160
972,Sports_2160P-7bbe,4.343,Sports,2160
973,Sports_360P-02c3,3.396,Sports,360
974,Sports_360P-0c66,3.097,Sports,360
975,Sports_360P-0dda,2.868,Sports,360
976,Sports_360P-11b7,2.401,Sports,360
977,Sports_360P-12ee,3.869,Sports,360
978,Sports_360P-1803,3.593,Sports,360
979,Sports_360P-1a23,3.844,Sports,360
980,Sports_360P-1d5c,3.781,Sports,360
981,Sports_360P-2725,2.862,Sports,360
982,Sports_360P-27b0,2.82,Sports,360
983,Sports_360P-2ace,3.444,Sports,360
984,Sports_360P-2e48,2.744,Sports,360
985,Sports_360P-301d,3.667,Sports,360
986,Sports_360P-32d3,3.012,Sports,360
987,Sports_360P-35e1,3.887,Sports,360
988,Sports_360P-3960,2.787,Sports,360
989,Sports_360P-3e68,2.508,Sports,360
990,Sports_360P-4545,2.432,Sports,360
991,Sports_360P-46c6,3.378,Sports,360
992,Sports_360P-4802,2.582,Sports,360
993,Sports_360P-4ad7,2.327,Sports,360
994,Sports_360P-50fd,3.011,Sports,360
995,Sports_360P-5252,2.538,Sports,360
996,Sports_360P-5ded,3.784,Sports,360
997,Sports_360P-61f6,3.393,Sports,360
998,Sports_360P-65f3,2.826,Sports,360
999,Sports_360P-6b4f,2.981,Sports,360
1000,Sports_360P-6c6f,2.556,Sports,360
1001,Sports_360P-6cfd,2.999,Sports,360
1002,Sports_360P-6f62,3.594,Sports,360
1003,Sports_360P-7f50,1.963,Sports,360
1004,Sports_480P-0623,3.106,Sports,480
1005,Sports_480P-0827,2.914,Sports,480
1006,Sports_480P-0af9,3.765,Sports,480
1007,Sports_480P-0bb9,3.419,Sports,480
1008,Sports_480P-0efe,3.673,Sports,480
1009,Sports_480P-1019,3.316,Sports,480
1010,Sports_480P-1056,3.149,Sports,480
1011,Sports_480P-11ec,1.612,Sports,480
1012,Sports_480P-1396,3.459,Sports,480
1013,Sports_480P-19e4,3.835,Sports,480
1014,Sports_480P-1d1b,2.177,Sports,480
1015,Sports_480P-1fe9,1.706,Sports,480
1016,Sports_480P-2053,3.149,Sports,480
1017,Sports_480P-211f,2.715,Sports,480
1018,Sports_480P-2dfe,2.401,Sports,480
1019,Sports_480P-3195,3.537,Sports,480
1020,Sports_480P-3404,3.533,Sports,480
1021,Sports_480P-35ea,3.668,Sports,480
1022,Sports_480P-3ca4,2.389,Sports,480
1023,Sports_480P-3dfd,3.498,Sports,480
1024,Sports_480P-3f50,4.234,Sports,480
1025,Sports_480P-41a5,1.97,Sports,480
1026,Sports_480P-44e5,3.17,Sports,480
1027,Sports_480P-4cf8,2.023,Sports,480
1028,Sports_480P-5224,2.866,Sports,480
1029,Sports_480P-5871,2.698,Sports,480
1030,Sports_480P-5f38,3.771,Sports,480
1031,Sports_480P-6508,3.448,Sports,480
1032,Sports_480P-6e41,3.306,Sports,480
1033,Sports_480P-77e3,3.053,Sports,480
1034,Sports_480P-7f7e,1.953,Sports,480
1035,Sports_720P-00a1,4.061,Sports,720
1036,Sports_720P-0104,4.223,Sports,720
1037,Sports_720P-058f,4.28,Sports,720
1038,Sports_720P-07d0,3.863,Sports,720
1039,Sports_720P-0b9e,3.942,Sports,720
1040,Sports_720P-17fb,3.591,Sports,720
1041,Sports_720P-2191,3.789,Sports,720
1042,Sports_720P-2234,4.16,Sports,720
1043,Sports_720P-2632,3.884,Sports,720
1044,Sports_720P-2c06,3.978,Sports,720
1045,Sports_720P-2c80,3.136,Sports,720
1046,Sports_720P-3072,3.18,Sports,720
1047,Sports_720P-3338,4.483,Sports,720
1048,Sports_720P-33c6,2.985,Sports,720
1049,Sports_720P-38a1,3.165,Sports,720
1050,Sports_720P-3eb4,3.802,Sports,720
1051,Sports_720P-3ffe,3.011,Sports,720
1052,Sports_720P-4b69,3.903,Sports,720
1053,Sports_720P-4c6f,4.105,Sports,720
1054,Sports_720P-50cf,3.372,Sports,720
1055,Sports_720P-531c,4.555,Sports,720
1056,Sports_720P-5833,3.205,Sports,720
1057,Sports_720P-5ae1,4.333,Sports,720
1058,Sports_720P-5bfd,4.677,Sports,720
1059,Sports_720P-5e39,3.685,Sports,720
1060,Sports_720P-5ea4,4.238,Sports,720
1061,Sports_720P-62ba,2.965,Sports,720
1062,Sports_720P-6365,4.047,Sports,720
1063,Sports_720P-675b,3.201,Sports,720
1064,Sports_720P-69a0,3.878,Sports,720
1065,Sports_720P-6bb7,3.882,Sports,720
1066,Sports_720P-6d04,3.783,Sports,720
1067,Sports_720P-7ba7,3.566,Sports,720
1068,TelevisionClip_1080P-0432,3.606,TelevisionClip,1080
1069,TelevisionClip_1080P-0604,3.765,TelevisionClip,1080
1070,TelevisionClip_1080P-3758,4.313,TelevisionClip,1080
1071,TelevisionClip_1080P-39e3,4.607,TelevisionClip,1080
1072,TelevisionClip_1080P-3b9b,4.251,TelevisionClip,1080
1073,TelevisionClip_1080P-3d10,4.052,TelevisionClip,1080
1074,TelevisionClip_1080P-3d83,3.382,TelevisionClip,1080
1075,TelevisionClip_1080P-3e42,1.989,TelevisionClip,1080
1076,TelevisionClip_1080P-401e,4.227,TelevisionClip,1080
1077,TelevisionClip_1080P-474b,3.581,TelevisionClip,1080
1078,TelevisionClip_1080P-4ad8,3.705,TelevisionClip,1080
1079,TelevisionClip_1080P-4c24,4.334,TelevisionClip,1080
1080,TelevisionClip_1080P-4c94,3.08,TelevisionClip,1080
1081,TelevisionClip_1080P-4ffb,2.898,TelevisionClip,1080
1082,TelevisionClip_1080P-525d,4.273,TelevisionClip,1080
1083,TelevisionClip_1080P-5278,4.099,TelevisionClip,1080
1084,TelevisionClip_1080P-58c5,3.766,TelevisionClip,1080
1085,TelevisionClip_1080P-5e68,4.604,TelevisionClip,1080
1086,TelevisionClip_1080P-5f62,3.925,TelevisionClip,1080
1087,TelevisionClip_1080P-6026,4.415,TelevisionClip,1080
1088,TelevisionClip_1080P-6282,4.199,TelevisionClip,1080
1089,TelevisionClip_1080P-63e6,4.228,TelevisionClip,1080
1090,TelevisionClip_1080P-64e2,3.791,TelevisionClip,1080
1091,TelevisionClip_1080P-68c6,4.561,TelevisionClip,1080
1092,TelevisionClip_1080P-7eff,4.144,TelevisionClip,1080
1093,TelevisionClip_360P-0951,2.511,TelevisionClip,360
1094,TelevisionClip_360P-11d5,2.842,TelevisionClip,360
1095,TelevisionClip_360P-29f1,2.581,TelevisionClip,360
1096,TelevisionClip_360P-3b9a,2.883,TelevisionClip,360
1097,TelevisionClip_360P-74dd,3.58,TelevisionClip,360
1098,TelevisionClip_360P-7b23,2.997,TelevisionClip,360
1099,TelevisionClip_480P-09d8,2.908,TelevisionClip,480
1100,TelevisionClip_480P-0d89,3.231,TelevisionClip,480
1101,TelevisionClip_480P-0e46,2.881,TelevisionClip,480
1102,TelevisionClip_480P-19d3,3.442,TelevisionClip,480
1103,TelevisionClip_480P-1b49,3.183,TelevisionClip,480
1104,TelevisionClip_480P-27ca,3.475,TelevisionClip,480
1105,TelevisionClip_480P-280f,3.489,TelevisionClip,480
1106,TelevisionClip_480P-2ead,2.371,TelevisionClip,480
1107,TelevisionClip_480P-30b6,2.609,TelevisionClip,480
1108,TelevisionClip_480P-3284,3.169,TelevisionClip,480
1109,TelevisionClip_480P-3617,2.312,TelevisionClip,480
1110,TelevisionClip_480P-373d,3.044,TelevisionClip,480
1111,TelevisionClip_480P-3c64,3.456,TelevisionClip,480
1112,TelevisionClip_480P-415c,3.544,TelevisionClip,480
1113,TelevisionClip_480P-436c,2.823,TelevisionClip,480
1114,TelevisionClip_480P-4c6b,3.85,TelevisionClip,480
1115,TelevisionClip_480P-59f0,2.896,TelevisionClip,480
1116,TelevisionClip_480P-723e,2.882,TelevisionClip,480
1117,TelevisionClip_720P-1862,3.238,TelevisionClip,720
1118,TelevisionClip_720P-19de,4.346,TelevisionClip,720
1119,TelevisionClip_720P-1b61,4.299,TelevisionClip,720
1120,TelevisionClip_720P-2b20,4.437,TelevisionClip,720
1121,TelevisionClip_720P-31ce,4.324,TelevisionClip,720
1122,TelevisionClip_720P-3f4c,2.515,TelevisionClip,720
1123,TelevisionClip_720P-44d1,3.839,TelevisionClip,720
1124,TelevisionClip_720P-4af1,3.213,TelevisionClip,720
1125,TelevisionClip_720P-4edb,4.015,TelevisionClip,720
1126,TelevisionClip_720P-522a,4.233,TelevisionClip,720
1127,TelevisionClip_720P-5e93,4.292,TelevisionClip,720
1128,TelevisionClip_720P-7c06,4.396,TelevisionClip,720
1129,VerticalVideo_1080P-04d4,4.15,VerticalVideo,1080
1130,VerticalVideo_1080P-1105,3.828,VerticalVideo,1080
1131,VerticalVideo_1080P-1ac1,3.979,VerticalVideo,1080
1132,VerticalVideo_1080P-1c86,1.848,VerticalVideo,1080
1133,VerticalVideo_1080P-2053,4.328,VerticalVideo,1080
1134,VerticalVideo_1080P-2195,2.891,VerticalVideo,1080
1135,VerticalVideo_1080P-2f00,4.36,VerticalVideo,1080
1136,VerticalVideo_1080P-30b0,3.339,VerticalVideo,1080
1137,VerticalVideo_1080P-34ba,3.382,VerticalVideo,1080
1138,VerticalVideo_1080P-360f,4.189,VerticalVideo,1080
1139,VerticalVideo_1080P-3709,4.367,VerticalVideo,1080
1140,VerticalVideo_1080P-3a9b,4.432,VerticalVideo,1080
1141,VerticalVideo_1080P-3d96,4.452,VerticalVideo,1080
1142,VerticalVideo_1080P-4591,3.439,VerticalVideo,1080
1143,VerticalVideo_1080P-4925,4.496,VerticalVideo,1080
1144,VerticalVideo_1080P-4b92,4.119,VerticalVideo,1080
1145,VerticalVideo_1080P-4da5,4.257,VerticalVideo,1080
1146,VerticalVideo_1080P-6e19,2.84,VerticalVideo,1080
1147,VerticalVideo_1080P-73b6,4.034,VerticalVideo,1080
1148,VerticalVideo_1080P-766b,3.305,VerticalVideo,1080
1149,VerticalVideo_1080P-7c5c,3.78,VerticalVideo,1080
1150,VerticalVideo_1080P-7cf3,3.955,VerticalVideo,1080
1151,VerticalVideo_2160P-6d62,4.199,VerticalVideo,2160
1152,VerticalVideo_360P-0d29,2.809,VerticalVideo,360
1153,VerticalVideo_360P-1424,3.732,VerticalVideo,360
1154,VerticalVideo_360P-145e,2.606,VerticalVideo,360
1155,VerticalVideo_360P-2bb0,3.073,VerticalVideo,360
1156,VerticalVideo_360P-2f15,3.442,VerticalVideo,360
1157,VerticalVideo_360P-2fa3,4.331,VerticalVideo,360
1158,VerticalVideo_360P-3936,3.794,VerticalVideo,360
1159,VerticalVideo_360P-3b4e,3.576,VerticalVideo,360
1160,VerticalVideo_360P-42f1,3.603,VerticalVideo,360
1161,VerticalVideo_360P-49de,3.223,VerticalVideo,360
1162,VerticalVideo_360P-52c1,2.352,VerticalVideo,360
1163,VerticalVideo_360P-5429,3.616,VerticalVideo,360
1164,VerticalVideo_360P-54f7,4.146,VerticalVideo,360
1165,VerticalVideo_360P-579c,3.058,VerticalVideo,360
1166,VerticalVideo_360P-634f,4.523,VerticalVideo,360
1167,VerticalVideo_360P-6490,2.973,VerticalVideo,360
1168,VerticalVideo_360P-694d,3.454,VerticalVideo,360
1169,VerticalVideo_360P-6ff2,3.543,VerticalVideo,360
1170,VerticalVideo_360P-70a9,2.814,VerticalVideo,360
1171,VerticalVideo_360P-7ba8,3.563,VerticalVideo,360
1172,VerticalVideo_360P-7ec3,3.909,VerticalVideo,360
1173,VerticalVideo_480P-0b07,4.306,VerticalVideo,480
1174,VerticalVideo_480P-1bb9,3.825,VerticalVideo,480
1175,VerticalVideo_480P-2aa1,4.402,VerticalVideo,480
1176,VerticalVideo_480P-2fa4,4.133,VerticalVideo,480
1177,VerticalVideo_480P-34b9,3.527,VerticalVideo,480
1178,VerticalVideo_480P-3a6a,4.337,VerticalVideo,480
1179,VerticalVideo_480P-40c5,3.157,VerticalVideo,480
1180,VerticalVideo_480P-419c,3.78,VerticalVideo,480
1181,VerticalVideo_480P-467e,3.383,VerticalVideo,480
1182,VerticalVideo_480P-5168,4.532,VerticalVideo,480
1183,VerticalVideo_480P-51b7,2.299,VerticalVideo,480
1184,VerticalVideo_480P-5351,2.992,VerticalVideo,480
1185,VerticalVideo_480P-550d,3.832,VerticalVideo,480
1186,VerticalVideo_480P-572a,3.499,VerticalVideo,480
1187,VerticalVideo_480P-7278,3.005,VerticalVideo,480
1188,VerticalVideo_480P-729c,3.609,VerticalVideo,480
1189,VerticalVideo_480P-790a,4.248,VerticalVideo,480
1190,VerticalVideo_720P-0750,3.71,VerticalVideo,720
1191,VerticalVideo_720P-0dac,2.934,VerticalVideo,720
1192,VerticalVideo_720P-0f61,4.522,VerticalVideo,720
1193,VerticalVideo_720P-19fa,4.269,VerticalVideo,720
1194,VerticalVideo_720P-1ada,3.532,VerticalVideo,720
1195,VerticalVideo_720P-2efc,3.523,VerticalVideo,720
1196,VerticalVideo_720P-3df7,3.602,VerticalVideo,720
1197,VerticalVideo_720P-42f2,3.199,VerticalVideo,720
1198,VerticalVideo_720P-44de,4.261,VerticalVideo,720
1199,VerticalVideo_720P-456c,3.711,VerticalVideo,720
1200,VerticalVideo_720P-4730,4.107,VerticalVideo,720
1201,VerticalVideo_720P-4ca7,4.442,VerticalVideo,720
1202,VerticalVideo_720P-57eb,4.068,VerticalVideo,720
1203,VerticalVideo_720P-5f7d,3.39,VerticalVideo,720
1204,VerticalVideo_720P-6580,2.979,VerticalVideo,720
1205,VerticalVideo_720P-665d,4.023,VerticalVideo,720
1206,VerticalVideo_720P-669d,4.176,VerticalVideo,720
1207,VerticalVideo_720P-6bf7,4.261,VerticalVideo,720
1208,VerticalVideo_720P-7517,4.271,VerticalVideo,720
1209,VerticalVideo_720P-7859,3.603,VerticalVideo,720
1210,VerticalVideo_720P-7c1d,4.502,VerticalVideo,720
1211,Vlog_1080P-010b,4.185,Vlog,1080
1212,Vlog_1080P-04fe,3.12,Vlog,1080
1213,Vlog_1080P-1609,2.528,Vlog,1080
1214,Vlog_1080P-18da,4.442,Vlog,1080
1215,Vlog_1080P-19bb,3.076,Vlog,1080
1216,Vlog_1080P-19cc,3.921,Vlog,1080
1217,Vlog_1080P-1a53,4.474,Vlog,1080
1218,Vlog_1080P-1df9,4.134,Vlog,1080
1219,Vlog_1080P-1e70,2.442,Vlog,1080
1220,Vlog_1080P-1f0a,3.872,Vlog,1080
1221,Vlog_1080P-21f5,3.327,Vlog,1080
1222,Vlog_1080P-232f,2.812,Vlog,1080
1223,Vlog_1080P-2394,4.641,Vlog,1080
1224,Vlog_1080P-23cb,3.069,Vlog,1080
1225,Vlog_1080P-25de,1.914,Vlog,1080
1226,Vlog_1080P-2600,3.882,Vlog,1080
1227,Vlog_1080P-26dc,3.685,Vlog,1080
1228,Vlog_1080P-290d,4.531,Vlog,1080
1229,Vlog_1080P-2cda,4.429,Vlog,1080
1230,Vlog_1080P-322f,3.558,Vlog,1080
1231,Vlog_1080P-34cb,2.428,Vlog,1080
1232,Vlog_1080P-35cd,3.196,Vlog,1080
1233,Vlog_1080P-3744,3.948,Vlog,1080
1234,Vlog_1080P-37cf,2.765,Vlog,1080
1235,Vlog_1080P-45c9,2.888,Vlog,1080
1236,Vlog_1080P-4921,4.031,Vlog,1080
1237,Vlog_1080P-4a91,1.431,Vlog,1080
1238,Vlog_1080P-4ba9,3.908,Vlog,1080
1239,Vlog_1080P-4f26,3.962,Vlog,1080
1240,Vlog_1080P-52fe,3.838,Vlog,1080
1241,Vlog_1080P-58ad,3.747,Vlog,1080
1242,Vlog_1080P-5904,4.365,Vlog,1080
1243,Vlog_1080P-5a19,3.596,Vlog,1080
1244,Vlog_1080P-5c65,2.998,Vlog,1080
1245,Vlog_1080P-5f28,2.811,Vlog,1080
1246,Vlog_1080P-5f50,4.422,Vlog,1080
1247,Vlog_1080P-62fc,4.255,Vlog,1080
1248,Vlog_1080P-634b,3.836,Vlog,1080
1249,Vlog_1080P-64b6,4.192,Vlog,1080
1250,Vlog_1080P-6686,3.926,Vlog,1080
1251,Vlog_1080P-687a,3.374,Vlog,1080
1252,Vlog_1080P-6980,3.344,Vlog,1080
1253,Vlog_1080P-7062,3.944,Vlog,1080
1254,Vlog_1080P-75b0,3.438,Vlog,1080
1255,Vlog_1080P-7b67,3.139,Vlog,1080
1256,Vlog_1080P-7e8c,3.042,Vlog,1080
1257,Vlog_2160P-0289,4.499,Vlog,2160
1258,Vlog_2160P-030a,2.448,Vlog,2160
1259,Vlog_2160P-03a9,4.263,Vlog,2160
1260,Vlog_2160P-0577,4.27,Vlog,2160
1261,Vlog_2160P-059c,4.441,Vlog,2160
1262,Vlog_2160P-09c9,2.876,Vlog,2160
1263,Vlog_2160P-0fb2,4.537,Vlog,2160
1264,Vlog_2160P-1021,2.938,Vlog,2160
1265,Vlog_2160P-11c0,3.19,Vlog,2160
1266,Vlog_2160P-13a1,3.859,Vlog,2160
1267,Vlog_2160P-13fe,3.992,Vlog,2160
1268,Vlog_2160P-19f9,3.919,Vlog,2160
1269,Vlog_2160P-1ff6,3.29,Vlog,2160
1270,Vlog_2160P-217c,3.202,Vlog,2160
1271,Vlog_2160P-255c,4.443,Vlog,2160
1272,Vlog_2160P-266c,2.846,Vlog,2160
1273,Vlog_2160P-26ef,3.887,Vlog,2160
1274,Vlog_2160P-2953,3.467,Vlog,2160
1275,Vlog_2160P-2b2d,3.906,Vlog,2160
1276,Vlog_2160P-2b61,3.897,Vlog,2160
1277,Vlog_2160P-3019,4.578,Vlog,2160
1278,Vlog_2160P-310b,3.857,Vlog,2160
1279,Vlog_2160P-327a,3.983,Vlog,2160
1280,Vlog_2160P-342a,4.321,Vlog,2160
1281,Vlog_2160P-360d,3.828,Vlog,2160
1282,Vlog_2160P-3a75,4.212,Vlog,2160
1283,Vlog_2160P-408f,3.79,Vlog,2160
1284,Vlog_2160P-416c,4.019,Vlog,2160
1285,Vlog_2160P-4362,4.554,Vlog,2160
1286,Vlog_2160P-4419,4.324,Vlog,2160
1287,Vlog_2160P-4655,3.887,Vlog,2160
1288,Vlog_2160P-4f98,3.47,Vlog,2160
1289,Vlog_2160P-522f,4.324,Vlog,2160
1290,Vlog_2160P-56e4,4.289,Vlog,2160
1291,Vlog_2160P-5874,4.101,Vlog,2160
1292,Vlog_2160P-6195,4.282,Vlog,2160
1293,Vlog_2160P-62b2,3.39,Vlog,2160
1294,Vlog_2160P-6629,4.27,Vlog,2160
1295,Vlog_2160P-6bf1,3.39,Vlog,2160
1296,Vlog_2160P-6f92,3.886,Vlog,2160
1297,Vlog_2160P-700c,3.881,Vlog,2160
1298,Vlog_2160P-70d6,3.067,Vlog,2160
1299,Vlog_2160P-7295,4.182,Vlog,2160
1300,Vlog_2160P-7324,4.194,Vlog,2160
1301,Vlog_2160P-77d8,3.667,Vlog,2160
1302,Vlog_2160P-7b10,3.864,Vlog,2160
1303,Vlog_2160P-7b5c,3.61,Vlog,2160
1304,Vlog_2160P-7bfb,4.206,Vlog,2160
1305,Vlog_2160P-7f05,3.111,Vlog,2160
1306,Vlog_2160P-7f9f,3.346,Vlog,2160
1307,Vlog_360P-0432,2.855,Vlog,360
1308,Vlog_360P-1b4c,3.182,Vlog,360
1309,Vlog_360P-1e5b,3.266,Vlog,360
1310,Vlog_360P-22a0,3.286,Vlog,360
1311,Vlog_360P-2973,2.902,Vlog,360
1312,Vlog_360P-2e9d,2.746,Vlog,360
1313,Vlog_360P-3121,2.775,Vlog,360
1314,Vlog_360P-3bc2,3.944,Vlog,360
1315,Vlog_360P-433e,3.198,Vlog,360
1316,Vlog_360P-435d,3.261,Vlog,360
1317,Vlog_360P-4697,3.551,Vlog,360
1318,Vlog_360P-4795,2.479,Vlog,360
1319,Vlog_360P-4ad1,3.016,Vlog,360
1320,Vlog_360P-4d71,3.052,Vlog,360
1321,Vlog_360P-5f43,3.189,Vlog,360
1322,Vlog_360P-6279,3.26,Vlog,360
1323,Vlog_360P-7334,3.266,Vlog,360
1324,Vlog_360P-76ae,2.606,Vlog,360
1325,Vlog_360P-7efe,2.912,Vlog,360
1326,Vlog_480P-016e,3.732,Vlog,480
1327,Vlog_480P-08c7,3.591,Vlog,480
1328,Vlog_480P-0980,2.755,Vlog,480
1329,Vlog_480P-0ddc,4.075,Vlog,480
1330,Vlog_480P-1b39,2.325,Vlog,480
1331,Vlog_480P-1c86,2.813,Vlog,480
1332,Vlog_480P-206f,2.779,Vlog,480
1333,Vlog_480P-279d,3.373,Vlog,480
1334,Vlog_480P-2cad,3.244,Vlog,480
1335,Vlog_480P-34ba,3.666,Vlog,480
1336,Vlog_480P-476b,3.431,Vlog,480
1337,Vlog_480P-4beb,2.512,Vlog,480
1338,Vlog_480P-5275,3.12,Vlog,480
1339,Vlog_480P-535d,2.846,Vlog,480
1340,Vlog_480P-59dc,3.206,Vlog,480
1341,Vlog_480P-5a31,3.19,Vlog,480
1342,Vlog_480P-5dfe,3.8,Vlog,480
1343,Vlog_480P-5e1c,2.581,Vlog,480
1344,Vlog_480P-5ebd,3.637,Vlog,480
1345,Vlog_480P-6395,3.755,Vlog,480
1346,Vlog_480P-6c60,2.487,Vlog,480
1347,Vlog_480P-7105,3.119,Vlog,480
1348,Vlog_480P-7237,3.89,Vlog,480
1349,Vlog_480P-7615,2.588,Vlog,480
1350,Vlog_480P-7754,3.944,Vlog,480
1351,Vlog_480P-7d0c,3.577,Vlog,480
1352,Vlog_480P-7ecf,2.9,Vlog,480
1353,Vlog_720P-033a,4.302,Vlog,720
1354,Vlog_720P-03d5,3.605,Vlog,720
1355,Vlog_720P-03f9,3.972,Vlog,720
1356,Vlog_720P-0d79,3.805,Vlog,720
1357,Vlog_720P-1003,3.604,Vlog,720
1358,Vlog_720P-11c5,3.816,Vlog,720
1359,Vlog_720P-131e,3.855,Vlog,720
1360,Vlog_720P-135c,3.872,Vlog,720
1361,Vlog_720P-141f,3.128,Vlog,720
1362,Vlog_720P-155f,4.316,Vlog,720
1363,Vlog_720P-1757,4.084,Vlog,720
1364,Vlog_720P-2929,3.918,Vlog,720
1365,Vlog_720P-313f,3.654,Vlog,720
1366,Vlog_720P-329f,3.7,Vlog,720
1367,Vlog_720P-32b2,4.365,Vlog,720
1368,Vlog_720P-343d,3.667,Vlog,720
1369,Vlog_720P-372d,4.047,Vlog,720
1370,Vlog_720P-3e9c,3.882,Vlog,720
1371,Vlog_720P-4e3d,2.743,Vlog,720
1372,Vlog_720P-5364,2.794,Vlog,720
1373,Vlog_720P-55b6,4.211,Vlog,720
1374,Vlog_720P-561e,4.438,Vlog,720
1375,Vlog_720P-5d08,3.783,Vlog,720
1376,Vlog_720P-60f8,4.335,Vlog,720
1377,Vlog_720P-6410,3.18,Vlog,720
1378,Vlog_720P-6d56,3.776,Vlog,720
1379,Vlog_720P-7b30,3.7,Vlog,720